PMAID,Name,Alt_Name,xPos,yPos,Feature_ID,hours,Feature_Desc,CHILD_DESC,FIELD_TYPE,YOUTH_ONLY,LIGHTING,Location 1
281,12th and Howe Play Park,,-122.372985,47.636097,22,6 a.m. - 10 p.m.,Play Area,Play Area,,FALSE,FALSE,"1200 W Howe St
(-122.372985, 47.636097)"
4159,12th Ave S Viewpoint,,-122.317765,47.577953,34,6 a.m. - 10 p.m.,View,,,FALSE,FALSE,"2821 12TH Ave S
(-122.317765, 47.577953)"
4010,14th Ave NW Boat Ramp,,-122.373536,47.660775,7,4 a.m. - 11:30 p.m.,Boat Launch (Hand Carry),,,FALSE,FALSE,"4400 14th Ave NW
(-122.373536, 47.660775)"
4010,14th Ave NW Boat Ramp,,-122.373536,47.660775,6,4 a.m. - 11:30 p.m.,Boat Launch (Motorized),,,FALSE,FALSE,"4400 14th Ave NW
(-122.373536, 47.660775)"
4010,14th Ave NW Boat Ramp,,-122.373536,47.660775,36,4 a.m. - 11:30 p.m.,Waterfront,,,FALSE,FALSE,"4400 14th Ave NW
(-122.373536, 47.660775)"
1000001,32nd Ave W Boat Launch,,,,7,4 a.m. - 11:30 p.m.,Boat Launch (Hand Carry),,,FALSE,FALSE,
3158,6th Ave NW Pocket Park,,,,41,4 a.m. - 11:30 p.m.,Play Area (ADA Compliant),Play Area,,FALSE,FALSE,
4404,A. B. Ernst Park,,-122.348826,47.650087,33,4 a.m. - 11:30 p.m.,Paths,,,FALSE,FALSE,"723 N 35th St
(-122.348826, 47.650087)"
4404,A. B. Ernst Park,,-122.348826,47.650087,34,4 a.m. - 11:30 p.m.,View,,,FALSE,FALSE,"723 N 35th St
(-122.348826, 47.650087)"
1000002,Adams Street Boat Ramp,,,,7,6 a.m. - 10:00 p.m.,Boat Launch (Hand Carry),,,FALSE,FALSE,
1000002,Adams Street Boat Ramp,,,,36,6 a.m. - 10:00 p.m.,Waterfront,,,FALSE,FALSE,
244,Albert Davis Park,,,47.72021,41,4 a.m. - 11:30 p.m.,Play Area (ADA Compliant),Play Area,,FALSE,FALSE,
445,Alki Beach Park,Luna Park,-122.402173,47.582912,7,4 a.m.-11:30 p.m.,Boat Launch (Hand Carry),East,,FALSE,FALSE,"1702 Alki Ave SW
(-122.402173, 47.582912)"
445,Alki Beach Park,Luna Park,-122.402173,47.582912,7,4 a.m.-11:30 p.m.,Boat Launch (Hand Carry),West,,FALSE,FALSE,"1702 Alki Ave SW
(-122.402173, 47.582912)"
445,Alki Beach Park,Luna Park,-122.402173,47.582912,14,4 a.m.-11:30 p.m.,Fire Pit,Fire Pit 1,,FALSE,FALSE,"1702 Alki Ave SW
(-122.402173, 47.582912)"
445,Alki Beach Park,Luna Park,-122.402173,47.582912,33,4 a.m.-11:30 p.m.,Paths,,,FALSE,FALSE,"1702 Alki Ave SW
(-122.402173, 47.582912)"
445,Alki Beach Park,Luna Park,-122.402173,47.582912,42,4 a.m.-11:30 p.m.,Paths (ADA Compliant),,,FALSE,FALSE,"1702 Alki Ave SW
(-122.402173, 47.582912)"
445,Alki Beach Park,Luna Park,-122.402173,47.582912,21,4 a.m.-11:30 p.m.,Picnic Sites,Picnic Site #1,,FALSE,FALSE,"1702 Alki Ave SW
(-122.402173, 47.582912)"
445,Alki Beach Park,Luna Park,-122.402173,47.582912,26,4 a.m.-11:30 p.m.,Rental Facility,,,FALSE,FALSE,"1702 Alki Ave SW
(-122.402173, 47.582912)"
445,Alki Beach Park,Luna Park,-122.402173,47.582912,27,4 a.m.-11:30 p.m.,Restrooms,,,FALSE,FALSE,"1702 Alki Ave SW
(-122.402173, 47.582912)"
445,Alki Beach Park,Luna Park,-122.402173,47.582912,40,4 a.m.-11:30 p.m.,Restrooms (ADA Compliant),,,FALSE,FALSE,"1702 Alki Ave SW
(-122.402173, 47.582912)"
445,Alki Beach Park,Luna Park,-122.402173,47.582912,34,4 a.m.-11:30 p.m.,View,,,FALSE,FALSE,"1702 Alki Ave SW
(-122.402173, 47.582912)"
445,Alki Beach Park,Luna Park,-122.402173,47.582912,36,4 a.m.-11:30 p.m.,Waterfront,,,FALSE,FALSE,"1702 Alki Ave SW
(-122.402173, 47.582912)"
475,Belvoir Place,,-122.283215,47.655124,15,4 a.m. - 11:30 p.m.,Fishing,,,FALSE,FALSE,"3659 42nd Ave NE
(-122.283215, 47.655124)"
3914,Alvin Larkins Park,,-122.288745,47.614318,33,4 a.m. - 11:30 p.m.,Paths,,,FALSE,FALSE,"1504 34TH Ave
(-122.288745, 47.614318)"
426,Amy Yee Tennis Center,,-122.29742,47.584876,29,4 a.m. - 11:30 p.m.,Tennis Court (Outdoor),Tennis Court #1,,FALSE,FALSE,"2000 Martin Luther King Jr Way S
(-122.29742, 47.584876)"
426,Amy Yee Tennis Center,,-122.29742,47.584876,29,4 a.m. - 11:30 p.m.,Tennis Court (Outdoor),Tennis Court #2,,FALSE,FALSE,"2000 Martin Luther King Jr Way S
(-122.29742, 47.584876)"
426,Amy Yee Tennis Center,,-122.29742,47.584876,29,4 a.m. - 11:30 p.m.,Tennis Court (Outdoor),Tennis Court #3,,FALSE,FALSE,"2000 Martin Luther King Jr Way S
(-122.29742, 47.584876)"
426,Amy Yee Tennis Center,,-122.29742,47.584876,29,4 a.m. - 11:30 p.m.,Tennis Court (Outdoor),Tennis Court #4,,FALSE,FALSE,"2000 Martin Luther King Jr Way S
(-122.29742, 47.584876)"
426,Amy Yee Tennis Center,,-122.29742,47.584876,29,4 a.m. - 11:30 p.m.,Tennis Court (Outdoor),Tennis Court #5,,FALSE,FALSE,"2000 Martin Luther King Jr Way S
(-122.29742, 47.584876)"
426,Amy Yee Tennis Center,,-122.29742,47.584876,29,4 a.m. - 11:30 p.m.,Tennis Court (Outdoor),Tennis Court #6,,FALSE,FALSE,"2000 Martin Luther King Jr Way S
(-122.29742, 47.584876)"
2927,Andover Place,,-122.409993,47.568517,34,4 a.m. - 11:30 p.m.,View,,,FALSE,FALSE,"4000 Beach Dr SW
(-122.409993, 47.568517)"
2927,Andover Place,,-122.409993,47.568517,36,4 a.m. - 11:30 p.m.,Waterfront,,,FALSE,FALSE,"4000 Beach Dr SW
(-122.409993, 47.568517)"
485,Arroyos Natural Area,,-122.387822,47.505679,56,4 a.m. - 11:30 p.m.,Green Space,,,FALSE,FALSE,"4120 Arroyo Dr SW
(-122.387822, 47.505679)"
485,Arroyos Natural Area,,-122.387822,47.505679,37,4 a.m. - 11:30 p.m.,Woods,,,FALSE,FALSE,"4120 Arroyo Dr SW
(-122.387822, 47.505679)"
4081,Atlantic City Boat Ramp,,-122.263078,47.522834,6,24 Hours,Boat Launch (Motorized),,,FALSE,FALSE,"8702 Seward Park Ave S
(-122.263078, 47.522834)"
4081,Atlantic City Boat Ramp,,-122.263078,47.522834,36,24 Hours,Waterfront,,,FALSE,FALSE,"8702 Seward Park Ave S
(-122.263078, 47.522834)"
4243,Atlantic Street Park,,-122.30566,47.589165,74,4 a.m. - 11:30 p.m.,Adult Fitness Equipment,Adult Fitness Equipment,,FALSE,FALSE,"1501 21st Ave S
(-122.30566, 47.589165)"
4243,Atlantic Street Park,,-122.30566,47.589165,33,4 a.m. - 11:30 p.m.,Paths,,,FALSE,FALSE,"1501 21st Ave S
(-122.30566, 47.589165)"
4243,Atlantic Street Park,,-122.30566,47.589165,42,4 a.m. - 11:30 p.m.,Paths (ADA Compliant),,,FALSE,FALSE,"1501 21st Ave S
(-122.30566, 47.589165)"
4243,Atlantic Street Park,,-122.30566,47.589165,41,4 a.m. - 11:30 p.m.,Play Area (ADA Compliant),Play Area,,FALSE,FALSE,"1501 21st Ave S
(-122.30566, 47.589165)"
2840,Baker Park on Crown Hill,,-122.374794,47.690119,33,4 a.m. - 11:30 p.m.,Paths,,,FALSE,FALSE,"8347 14th Ave NW
(-122.374794, 47.690119)"
2840,Baker Park on Crown Hill,,-122.374794,47.690119,20,4 a.m. - 11:30 p.m.,Pesticide Free,,,FALSE,FALSE,"8347 14th Ave NW
(-122.374794, 47.690119)"
2840,Baker Park on Crown Hill,,-122.374794,47.690119,41,4 a.m. - 11:30 p.m.,Play Area (ADA Compliant),Play Area,,FALSE,FALSE,"8347 14th Ave NW
(-122.374794, 47.690119)"
4278,Ballard Commons Park,,-122.385487,47.670549,28,4 a.m. - 11:30 p.m.,Skatepark,,,FALSE,FALSE,"5701 22nd Ave NW
(-122.385487, 47.670549)"
4278,Ballard Commons Park,,-122.385487,47.670549,35,4 a.m. - 11:30 p.m.,Wading Pool or Water Feature,,,FALSE,FALSE,"5701 22nd Ave NW
(-122.385487, 47.670549)"
4428,Ballard Corners Park,,-122.379116,47.674186,41,4 a.m. - 11:30 p.m.,Play Area (ADA Compliant),Play Area,,FALSE,FALSE,"1702 nw 62nd St
(-122.379116, 47.674186)"
1000342,Bayview-Kinnear (Lower Kerry Park),,,,41,6 a.m. - 10 p.m.,Play Area (ADA Compliant),Play Area,,FALSE,FALSE,
440,Beer Sheva Park,,-122.263223,47.524191,7,4 a.m. - 11:30 p.m.,Boat Launch (Hand Carry),,,FALSE,FALSE,"8650 55th Ave S
(-122.263223, 47.524191)"
440,Beer Sheva Park,,-122.263223,47.524191,20,4 a.m. - 11:30 p.m.,Pesticide Free,,,FALSE,FALSE,"8650 55th Ave S
(-122.263223, 47.524191)"
440,Beer Sheva Park,,-122.263223,47.524191,21,4 a.m. - 11:30 p.m.,Picnic Sites,Picnic Site #1,,FALSE,FALSE,"8650 55th Ave S
(-122.263223, 47.524191)"
440,Beer Sheva Park,,-122.263223,47.524191,41,4 a.m. - 11:30 p.m.,Play Area (ADA Compliant),Play Area,,FALSE,FALSE,"8650 55th Ave S
(-122.263223, 47.524191)"
440,Beer Sheva Park,,-122.263223,47.524191,27,4 a.m. - 11:30 p.m.,Restrooms,,,FALSE,FALSE,"8650 55th Ave S
(-122.263223, 47.524191)"
440,Beer Sheva Park,,-122.263223,47.524191,34,4 a.m. - 11:30 p.m.,View,,,FALSE,FALSE,"8650 55th Ave S
(-122.263223, 47.524191)"
440,Beer Sheva Park,,-122.263223,47.524191,36,4 a.m. - 11:30 p.m.,Waterfront,,,FALSE,FALSE,"8650 55th Ave S
(-122.263223, 47.524191)"
4022,Bellevue Place,,-122.327658,47.626904,33,4 a.m. - 11:30 p.m.,Paths,,,FALSE,FALSE,"Bellevue Ave E & Bellevue Pl E
(-122.327658, 47.626904)"
4022,Bellevue Place,,-122.327658,47.626904,42,4 a.m. - 11:30 p.m.,Paths (ADA Compliant),,,FALSE,FALSE,"Bellevue Ave E & Bellevue Pl E
(-122.327658, 47.626904)"
4415,Belltown Cottage Park,,-122.350776,47.613889,18,4 a.m. - 11:30 p.m.,Historic Landmark,,,FALSE,FALSE,"2512 Elliott Ave
(-122.350776, 47.613889)"
4415,Belltown Cottage Park,,-122.350776,47.613889,25,4 a.m. - 11:30 p.m.,P-Patch Community Garden,,,FALSE,FALSE,"2512 Elliott Ave
(-122.350776, 47.613889)"
447,Belvedere Park,Admiral Way Viewpoint,-122.376896,47.580673,34,4 a.m. - 11:30 p.m.,View,,,FALSE,FALSE,"3600 SW Admiral Way
(-122.376896, 47.580673)"
447,Belvedere Park,Admiral Way Viewpoint,-122.376896,47.580673,9,4 a.m. - 11:30 p.m.,Weddings and Ceremonies,,,FALSE,FALSE,"3600 SW Admiral Way
(-122.376896, 47.580673)"
475,Belvoir Place,,-122.283215,47.655124,7,4 a.m. - 11:30 p.m.,Boat Launch (Hand Carry),,,FALSE,FALSE,"3659 42nd Ave NE
(-122.283215, 47.655124)"
475,Belvoir Place,,-122.283215,47.655124,20,4 a.m. - 11:30 p.m.,Pesticide Free,,,FALSE,FALSE,"3659 42nd Ave NE
(-122.283215, 47.655124)"
475,Belvoir Place,,-122.283215,47.655124,34,4 a.m. - 11:30 p.m.,View,,,FALSE,FALSE,"3659 42nd Ave NE
(-122.283215, 47.655124)"
475,Belvoir Place,,-122.283215,47.655124,36,4 a.m. - 11:30 p.m.,Waterfront,,,FALSE,FALSE,"3659 42nd Ave NE
(-122.283215, 47.655124)"
304,Bhy Kracke Park,,-122.348403,47.630426,41,4 a.m. - 11:30 p.m.,Play Area (ADA Compliant),Play Area,,FALSE,FALSE,"1215 5th Ave N
(-122.348403, 47.630426)"
304,Bhy Kracke Park,,-122.348403,47.630426,34,4 a.m. - 11:30 p.m.,View,,,FALSE,FALSE,"1215 5th Ave N
(-122.348403, 47.630426)"
304,Bhy Kracke Park,,-122.348403,47.630426,9,4 a.m. - 11:30 p.m.,Weddings and Ceremonies,,,FALSE,FALSE,"1215 5th Ave N
(-122.348403, 47.630426)"
4450,Bitter Lake Reservoir Open Space,,-122.348583,47.731181,74,4 a.m. - 11:30 p.m.,Adult Fitness Equipment,Adult Fitness Equipment,,FALSE,FALSE,"14201 Linden Ave N
(-122.348583, 47.731181)"
4450,Bitter Lake Reservoir Open Space,,-122.348583,47.731181,33,4 a.m. - 11:30 p.m.,Paths,,,FALSE,FALSE,"14201 Linden Ave N
(-122.348583, 47.731181)"
4450,Bitter Lake Reservoir Open Space,,-122.348583,47.731181,41,4 a.m. - 11:30 p.m.,Play Area (ADA Compliant),Play Area,,FALSE,FALSE,"14201 Linden Ave N
(-122.348583, 47.731181)"
4450,Bitter Lake Reservoir Open Space,,-122.348583,47.731181,25,4 a.m. - 11:30 p.m.,P-Patch Community Garden,P-patch Community Garden,,FALSE,FALSE,"14201 Linden Ave N
(-122.348583, 47.731181)"
4418,Blue Dog Pond,,-122.297814,47.589982,12,4 a.m. - 11:30 p.m.,Dog Off Leash Area,,,FALSE,FALSE,"1520 26th Ave S
(-122.297814, 47.589982)"
362,Boren Park,Louisa Boren Overlook,-122.311628,47.635274,33,4 a.m. - 11:30 p.m.,Paths,,,FALSE,FALSE,"1606 15th Ave E
(-122.311628, 47.635274)"
362,Boren Park,Louisa Boren Overlook,-122.311628,47.635274,9,4 a.m. - 11:30 p.m.,Weddings and Ceremonies,,,FALSE,FALSE,"1606 15th Ave E
(-122.311628, 47.635274)"
362,Boren Park,Louisa Boren Overlook,-122.311628,47.635274,37,4 a.m. - 11:30 p.m.,Woods,,,FALSE,FALSE,"1606 15th Ave E
(-122.311628, 47.635274)"
401,Bradner Gardens Park,,-122.295426,47.587419,64,4 a.m. - 11:30 p.m.,Community Building,,,FALSE,FALSE,"1730 Bradner Pl S
(-122.295426, 47.587419)"
401,Bradner Gardens Park,,-122.295426,47.587419,17,4 a.m. - 11:30 p.m.,Garden,,,FALSE,FALSE,"1730 Bradner Pl S
(-122.295426, 47.587419)"
401,Bradner Gardens Park,,-122.295426,47.587419,20,4 a.m. - 11:30 p.m.,Pesticide Free,,,FALSE,FALSE,"1730 Bradner Pl S
(-122.295426, 47.587419)"
401,Bradner Gardens Park,,-122.295426,47.587419,41,4 a.m. - 11:30 p.m.,Play Area (ADA Compliant),,,FALSE,FALSE,"1730 Bradner Pl S
(-122.295426, 47.587419)"
401,Bradner Gardens Park,,-122.295426,47.587419,25,4 a.m. - 11:30 p.m.,P-Patch Community Garden,,,FALSE,FALSE,"1730 Bradner Pl S
(-122.295426, 47.587419)"
401,Bradner Gardens Park,,-122.295426,47.587419,27,4 a.m. - 11:30 p.m.,Restrooms,,,FALSE,FALSE,"1730 Bradner Pl S
(-122.295426, 47.587419)"
401,Bradner Gardens Park,,-122.295426,47.587419,40,4 a.m. - 11:30 p.m.,Restrooms (ADA Compliant),,,FALSE,FALSE,"1730 Bradner Pl S
(-122.295426, 47.587419)"
401,Bradner Gardens Park,,-122.295426,47.587419,34,4 a.m. - 11:30 p.m.,View,,,FALSE,FALSE,"1730 Bradner Pl S
(-122.295426, 47.587419)"
476,Burke-Gilman Trail,,-122.284567,47.681597,52,4 a.m. - 11:30 p.m.,Bike Trail,,,FALSE,FALSE,"From NE 145 St south on Lake Washington to Ballard
(-122.284567, 47.681597)"
476,Burke-Gilman Trail,,-122.284567,47.681597,33,4 a.m. - 11:30 p.m.,Paths,,,FALSE,FALSE,"From NE 145 St south on Lake Washington to Ballard
(-122.284567, 47.681597)"
476,Burke-Gilman Trail,,-122.284567,47.681597,42,4 a.m. - 11:30 p.m.,Paths (ADA Compliant),,,FALSE,FALSE,"From NE 145 St south on Lake Washington to Ballard
(-122.284567, 47.681597)"
476,Burke-Gilman Trail,,-122.284567,47.681597,42,4 a.m. - 11:30 p.m.,Paths (ADA Compliant),,,FALSE,FALSE,"From NE 145 St south on Lake Washington to Ballard
(-122.284567, 47.681597)"
476,Burke-Gilman Trail,,-122.284567,47.681597,34,4 a.m. - 11:30 p.m.,View,,,FALSE,FALSE,"From NE 145 St south on Lake Washington to Ballard
(-122.284567, 47.681597)"
3102,Cal Anderson Park and Bobby Morris Playfield,,-122.319134,47.617013,45,4 a.m. - 11:30 p.m.,Baseball/Softball,Baseball Field #1,SYNTHETIC,FALSE,TRUE,"1635 11th Ave
(-122.319134, 47.617013)"
405,Colman Park,,-122.288612,47.58547,36,6 a.m. - 10 p.m.,Waterfront,,,FALSE,FALSE,"1800 Lake Washington Blvd S
(-122.288612, 47.58547)"
3102,Cal Anderson Park and Bobby Morris Playfield,,-122.319134,47.617013,45,4 a.m. - 11:30 p.m.,Baseball/Softball,Softball Field #2,SYNTHETIC,FALSE,TRUE,"1635 11th Ave
(-122.319134, 47.617013)"
3102,Cal Anderson Park and Bobby Morris Playfield,,-122.319134,47.617013,18,4 a.m. - 11:30 p.m.,Historic Landmark,,,FALSE,FALSE,"1635 11th Ave
(-122.319134, 47.617013)"
3102,Cal Anderson Park and Bobby Morris Playfield,,-122.319134,47.617013,33,4 a.m. - 11:30 p.m.,Paths,,,FALSE,FALSE,"1635 11th Ave
(-122.319134, 47.617013)"
3102,Cal Anderson Park and Bobby Morris Playfield,,-122.319134,47.617013,42,4 a.m. - 11:30 p.m.,Paths (ADA Compliant),,,FALSE,FALSE,"1635 11th Ave
(-122.319134, 47.617013)"
3102,Cal Anderson Park and Bobby Morris Playfield,,-122.319134,47.617013,41,4 a.m. - 11:30 p.m.,Play Area (ADA Compliant),,,FALSE,FALSE,"1635 11th Ave
(-122.319134, 47.617013)"
3102,Cal Anderson Park and Bobby Morris Playfield,,-122.319134,47.617013,26,4 a.m. - 11:30 p.m.,Rental Facility,,,FALSE,FALSE,"1635 11th Ave
(-122.319134, 47.617013)"
3102,Cal Anderson Park and Bobby Morris Playfield,,-122.319134,47.617013,27,4 a.m. - 11:30 p.m.,Restrooms,,,FALSE,FALSE,"1635 11th Ave
(-122.319134, 47.617013)"
3102,Cal Anderson Park and Bobby Morris Playfield,,-122.319134,47.617013,44,4 a.m. - 11:30 p.m.,Soccer,Soccer Field,SYNTHETIC,FALSE,TRUE,"1635 11th Ave
(-122.319134, 47.617013)"
3102,Cal Anderson Park and Bobby Morris Playfield,,-122.319134,47.617013,29,4 a.m. - 11:30 p.m.,Tennis Court (Outdoor),Tennis Court #1,,FALSE,FALSE,"1635 11th Ave
(-122.319134, 47.617013)"
3102,Cal Anderson Park and Bobby Morris Playfield,,-122.319134,47.617013,29,4 a.m. - 11:30 p.m.,Tennis Court (Outdoor),Tennis Court #2,,FALSE,FALSE,"1635 11th Ave
(-122.319134, 47.617013)"
3102,Cal Anderson Park and Bobby Morris Playfield,,-122.319134,47.617013,31,4 a.m. - 11:30 p.m.,Tennis Lights,,,FALSE,FALSE,"1635 11th Ave
(-122.319134, 47.617013)"
3102,Cal Anderson Park and Bobby Morris Playfield,,-122.319134,47.617013,35,4 a.m. - 11:30 p.m.,Wading Pool or Water Feature,,,FALSE,FALSE,"1635 11th Ave
(-122.319134, 47.617013)"
4154,Camp Long,,-122.373161,47.556242,13,"<b>Tuesday - Sunday</b> 10 a.m. - 6 p.m. <BR>
(December-February: Closed on Sundays)",Environmental Learning Center,,,FALSE,FALSE,"5200 35th Ave SW
(-122.373161, 47.556242)"
4154,Camp Long,,-122.373161,47.556242,58,"<b>Tuesday - Sunday</b> 10 a.m. - 6 p.m. <BR>
(December-February: Closed on Sundays)",Hiking Trails,,,FALSE,FALSE,"5200 35th Ave SW
(-122.373161, 47.556242)"
4154,Camp Long,,-122.373161,47.556242,33,"<b>Tuesday - Sunday</b> 10 a.m. - 6 p.m. <BR>
(December-February: Closed on Sundays)",Paths,,,FALSE,FALSE,"5200 35th Ave SW
(-122.373161, 47.556242)"
4154,Camp Long,,-122.373161,47.556242,42,"<b>Tuesday - Sunday</b> 10 a.m. - 6 p.m. <BR>
(December-February: Closed on Sundays)",Paths (ADA Compliant),,,FALSE,FALSE,"5200 35th Ave SW
(-122.373161, 47.556242)"
4154,Camp Long,,-122.373161,47.556242,26,"<b>Tuesday - Sunday</b> 10 a.m. - 6 p.m. <BR>
(December-February: Closed on Sundays)",Rental Facility,,,FALSE,FALSE,"5200 35th Ave SW
(-122.373161, 47.556242)"
4154,Camp Long,,-122.373161,47.556242,27,"<b>Tuesday - Sunday</b> 10 a.m. - 6 p.m. <BR>
(December-February: Closed on Sundays)",Restrooms,,,FALSE,FALSE,"5200 35th Ave SW
(-122.373161, 47.556242)"
4154,Camp Long,,-122.373161,47.556242,40,"<b>Tuesday - Sunday</b> 10 a.m. - 6 p.m. <BR>
(December-February: Closed on Sundays)",Restrooms (ADA Compliant),,,FALSE,FALSE,"5200 35th Ave SW
(-122.373161, 47.556242)"
4154,Camp Long,,-122.373161,47.556242,9,"<b>Tuesday - Sunday</b> 10 a.m. - 6 p.m. <BR>
(December-February: Closed on Sundays)",Weddings and Ceremonies,,,FALSE,FALSE,"5200 35th Ave SW
(-122.373161, 47.556242)"
4154,Camp Long,,-122.373161,47.556242,37,"<b>Tuesday - Sunday</b> 10 a.m. - 6 p.m. <BR>
(December-February: Closed on Sundays)",Woods,,,FALSE,FALSE,"5200 35th Ave SW
(-122.373161, 47.556242)"
240,Carkeek Park,,-122.379763,47.712194,7,"<b>Park Hours:</b> 6 a.m.-10 p.m.<BR>
<b>Environmental Learning Center Hours:</b> Weekdays 10 a.m. - 4 p.m.",Boat Launch (Hand Carry),,,FALSE,FALSE,"950 NW Carkeek Park Rd
(-122.379763, 47.712194)"
240,Carkeek Park,,-122.379763,47.712194,11,"<b>Park Hours:</b> 6 a.m.-10 p.m.<BR>
<b>Environmental Learning Center Hours:</b> Weekdays 10 a.m. - 4 p.m.",Creek,,,FALSE,FALSE,"950 NW Carkeek Park Rd
(-122.379763, 47.712194)"
240,Carkeek Park,,-122.379763,47.712194,13,"<b>Park Hours:</b> 6 a.m.-10 p.m.<BR>
<b>Environmental Learning Center Hours:</b> Weekdays 10 a.m. - 4 p.m.",Environmental Learning Center,,,FALSE,FALSE,"950 NW Carkeek Park Rd
(-122.379763, 47.712194)"
240,Carkeek Park,,-122.379763,47.712194,58,"<b>Park Hours:</b> 6 a.m.-10 p.m.<BR>
<b>Environmental Learning Center Hours:</b> Weekdays 10 a.m. - 4 p.m.",Hiking Trails,,,FALSE,FALSE,"950 NW Carkeek Park Rd
(-122.379763, 47.712194)"
240,Carkeek Park,,-122.379763,47.712194,33,"<b>Park Hours:</b> 6 a.m.-10 p.m.<BR>
<b>Environmental Learning Center Hours:</b> Weekdays 10 a.m. - 4 p.m.",Paths,,,FALSE,FALSE,"950 NW Carkeek Park Rd
(-122.379763, 47.712194)"
240,Carkeek Park,,-122.379763,47.712194,21,"<b>Park Hours:</b> 6 a.m.-10 p.m.<BR>
<b>Environmental Learning Center Hours:</b> Weekdays 10 a.m. - 4 p.m.",Picnic Sites,Picnic Site #1,,FALSE,FALSE,"950 NW Carkeek Park Rd
(-122.379763, 47.712194)"
240,Carkeek Park,,-122.379763,47.712194,21,"<b>Park Hours:</b> 6 a.m.-10 p.m.<BR>
<b>Environmental Learning Center Hours:</b> Weekdays 10 a.m. - 4 p.m.",Picnic Sites,Picnic Site #2,,FALSE,FALSE,"950 NW Carkeek Park Rd
(-122.379763, 47.712194)"
240,Carkeek Park,,-122.379763,47.712194,21,"<b>Park Hours:</b> 6 a.m.-10 p.m.<BR>
<b>Environmental Learning Center Hours:</b> Weekdays 10 a.m. - 4 p.m.",Picnic Sites,Picnic Site #3,,FALSE,FALSE,"950 NW Carkeek Park Rd
(-122.379763, 47.712194)"
240,Carkeek Park,,-122.379763,47.712194,39,"<b>Park Hours:</b> 6 a.m.-10 p.m.<BR>
<b>Environmental Learning Center Hours:</b> Weekdays 10 a.m. - 4 p.m.",Picnic Sites (ADA Compliant),,,FALSE,FALSE,"950 NW Carkeek Park Rd
(-122.379763, 47.712194)"
240,Carkeek Park,,-122.379763,47.712194,41,"<b>Park Hours:</b> 6 a.m.-10 p.m.<BR>
<b>Environmental Learning Center Hours:</b> Weekdays 10 a.m. - 4 p.m.",Play Area (ADA Compliant),,,FALSE,FALSE,"950 NW Carkeek Park Rd
(-122.379763, 47.712194)"
240,Carkeek Park,,-122.379763,47.712194,26,"<b>Park Hours:</b> 6 a.m.-10 p.m.<BR>
<b>Environmental Learning Center Hours:</b> Weekdays 10 a.m. - 4 p.m.",Rental Facility,,,FALSE,FALSE,"950 NW Carkeek Park Rd
(-122.379763, 47.712194)"
240,Carkeek Park,,-122.379763,47.712194,27,"<b>Park Hours:</b> 6 a.m.-10 p.m.<BR>
<b>Environmental Learning Center Hours:</b> Weekdays 10 a.m. - 4 p.m.",Restrooms,,,FALSE,FALSE,"950 NW Carkeek Park Rd
(-122.379763, 47.712194)"
240,Carkeek Park,,-122.379763,47.712194,40,"<b>Park Hours:</b> 6 a.m.-10 p.m.<BR>
<b>Environmental Learning Center Hours:</b> Weekdays 10 a.m. - 4 p.m.",Restrooms (ADA Compliant),,,FALSE,FALSE,"950 NW Carkeek Park Rd
(-122.379763, 47.712194)"
240,Carkeek Park,,-122.379763,47.712194,34,"<b>Park Hours:</b> 6 a.m.-10 p.m.<BR>
<b>Environmental Learning Center Hours:</b> Weekdays 10 a.m. - 4 p.m.",View,,,FALSE,FALSE,"950 NW Carkeek Park Rd
(-122.379763, 47.712194)"
240,Carkeek Park,,-122.379763,47.712194,36,"<b>Park Hours:</b> 6 a.m.-10 p.m.<BR>
<b>Environmental Learning Center Hours:</b> Weekdays 10 a.m. - 4 p.m.",Waterfront,,,FALSE,FALSE,"950 NW Carkeek Park Rd
(-122.379763, 47.712194)"
240,Carkeek Park,,-122.379763,47.712194,9,"<b>Park Hours:</b> 6 a.m.-10 p.m.<BR>
<b>Environmental Learning Center Hours:</b> Weekdays 10 a.m. - 4 p.m.",Weddings and Ceremonies,,,FALSE,FALSE,"950 NW Carkeek Park Rd
(-122.379763, 47.712194)"
240,Carkeek Park,,-122.379763,47.712194,37,"<b>Park Hours:</b> 6 a.m.-10 p.m.<BR>
<b>Environmental Learning Center Hours:</b> Weekdays 10 a.m. - 4 p.m.",Woods,,,FALSE,FALSE,"950 NW Carkeek Park Rd
(-122.379763, 47.712194)"
4167,Cedar Park,,-122.288042,47.725808,33,4 a.m. - 11:30 p.m.,Paths,,,FALSE,FALSE,"3737 NE 135th St
(-122.288042, 47.725808)"
4167,Cedar Park,,-122.288042,47.725808,42,4 a.m. - 11:30 p.m.,Paths (ADA Compliant),,,FALSE,FALSE,"3737 NE 135th St
(-122.288042, 47.725808)"
4167,Cedar Park,,-122.288042,47.725808,41,4 a.m. - 11:30 p.m.,Play Area (ADA Compliant),,,FALSE,FALSE,"3737 NE 135th St
(-122.288042, 47.725808)"
80,Charles Richey Sr Viewpoint,,-122.413877,47.57242,7,4 a.m. - 11:30 p.m.,Boat Launch (Hand Carry),,,FALSE,FALSE,"3521 Beach Dr SW
(-122.413877, 47.57242)"
80,Charles Richey Sr Viewpoint,,-122.413877,47.57242,34,4 a.m. - 11:30 p.m.,View,,,FALSE,FALSE,"3521 Beach Dr SW
(-122.413877, 47.57242)"
